score_difs,chance_winning
-64.37,1.1613192527643997e-11
-64.36,1.1662754300689408e-11
-64.35,1.1712316073734806e-11
-64.34,1.1761903264639367e-11
-64.33,1.18124351849479e-11
-64.32,1.18629671052564e-11
-64.31,1.191349902556495e-11
-64.3,1.1964030945873479e-11
-64.29,1.2015269719866102e-11
-64.28,1.2066791839352623e-11
-64.27,1.2118313958839149e-11
-64.26,1.2169836078325662e-11
-64.25,1.2221763988666368e-11
-64.24,1.2274296795209663e-11
-64.23,1.2326829601752959e-11
-64.22,1.2379362408296242e-11
-64.21,1.2431987183837885e-11
-64.2,1.2485551611215666e-11
-64.19,1.25391160385934e-11
-64.18,1.2592680465971137e-11
-64.17,1.264624489334892e-11
-64.16,1.2700627299425886e-11
-64.15,1.2755244737486211e-11
-64.14,1.2809862175546543e-11
-64.13,1.2864479613606878e-11
-64.12,1.291959627365335e-11
-64.11,1.2975288578728743e-11
-64.1,1.3030980883804174e-11
-64.09,1.3086673188879578e-11
-64.08,1.3142532378151209e-11
-64.07,1.3199321883720969e-11
-64.06,1.3256111389290726e-11
-64.05,1.3312900894860513e-11
-64.04,1.3369690400430257e-11
-64.03,1.3427420444507121e-11
-64.02,1.3485329972114438e-11
-64.01,1.3543239499721794e-11
-64,1.3601149027329071e-11
-63.99,1.3659661553942132e-11
-63.98,1.371871442437216e-11
-63.97,1.3777767294802185e-11
-63.96,1.3836820165232194e-11
-63.95,1.3896124036495506e-11
-63.94,1.3956344081220918e-11
-63.93,1.4016564125946287e-11
-63.92,1.4076784170671694e-11
-63.91,1.4137004215397106e-11
-63.9,1.4198299852607382e-11
-63.89,1.4259711425508017e-11
-63.88,1.432112299840866e-11
-63.87,1.4382534571309307e-11
-63.86,1.4444664255669968e-11
-63.85,1.4507292245033633e-11
-63.84,1.4569920234397272e-11
-63.83,1.4632548223760918e-11
-63.82,1.469552144782809e-11
-63.81,1.4759391288639104e-11
-63.8,1.4823261129450143e-11
-63.79,1.4887130970261188e-11
-63.78,1.49510008110722e-11
-63.77,1.5016094947096518e-11
-63.76,1.5081232633619895e-11
-63.75,1.514637032014325e-11
-63.74,1.5211508006666597e-11
-63.73,1.5277491332645094e-11
-63.72,1.534392343131284e-11
-63.71,1.5410355529980547e-11
-63.7,1.5476787628648326e-11
-63.69,1.5543670314542654e-11
-63.68,1.5611423977150644e-11
-63.67,1.567917763975861e-11
-63.66,1.5746931302366602e-11
-63.65,1.5814723555373795e-11
-63.64,1.588382653259648e-11
-63.63,1.5952929509819156e-11
-63.62,1.6022032487041796e-11
-63.61,1.609113546426448e-11
-63.6,1.6161225203361858e-11
-63.59,1.6231705858592868e-11
-63.58,1.6302186513823865e-11
-63.57,1.637266716905487e-11
-63.56,1.644371597761192e-11
-63.55,1.651560330113891e-11
-63.54,1.6587490624665918e-11
-63.53,1.665937794819293e-11
-63.52,1.6731396764985815e-11
-63.51,1.6804720388507906e-11
-63.5,1.687804401203002e-11
-63.49,1.6951367635552117e-11
-63.48,1.7024691259074196e-11
-63.47,1.709915764794706e-11
-63.46,1.7173947859443262e-11
-63.45,1.7248738070939443e-11
-63.44,1.7323528282435643e-11
-63.43,1.7399017623965643e-11
-63.42,1.7475305382923433e-11
-63.41,1.7551593141881197e-11
-63.4,1.7627880900839003e-11
-63.39,1.7704404920279674e-11
-63.38,1.7782221873292705e-11
-63.37,1.7860038826305756e-11
-63.36,1.793785577931882e-11
-63.35,1.801567273233185e-11
-63.34,1.809480473939953e-11
-63.33,1.8174183236143742e-11
-63.32,1.8253561732887964e-11
-63.31,1.833294022963219e-11
-63.3,1.841316355226764e-11
-63.29,1.849413666186535e-11
-63.28,1.857510977146304e-11
-63.27,1.8656082881060738e-11
-63.26,1.873741009019405e-11
-63.25,1.882001161797577e-11
-63.24,1.8902613145757515e-11
-63.23,1.898521467353922e-11
-63.22,1.9067816201320973e-11
-63.21,1.915192288948972e-11
-63.2,1.9236187394164088e-11
-63.19,1.9320451898838415e-11
-63.18,1.940471640351278e-11
-63.17,1.948998757940643e-11
-63.16,1.9575950390648067e-11
-63.15,1.966191320188971e-11
-63.14,1.9747876013131345e-11
-63.13,1.983432515720763e-11
-63.12,1.99220223936741e-11
-63.11,2.0009719630140588e-11
-63.1,2.009741686660707e-11
-63.09,2.0185114103073558e-11
-63.08,2.027452609618878e-11
-63.07,2.0363994683977124e-11
-63.06,2.0453463271765437e-11
-63.05,2.0542931859553796e-11
-63.04,2.063358667668302e-11
-63.03,2.0724864368237205e-11
-63.02,2.0816142059791398e-11
-63.01,2.0907419751345565e-11
-63,2.0999331851357955e-11
-62.99,2.10924572448387e-11
-62.98,2.1185582638319574e-11
-62.97,2.1278708031800335e-11
-62.96,2.1371891927417945e-11
-62.95,2.1466904486547e-11
-62.94,2.1561917045676015e-11
-62.93,2.1656929604805025e-11
-62.92,2.1751942163934046e-11
-62.91,2.1848339931907066e-11
-62.9,2.1945280006297014e-11
-62.89,2.2042220080686975e-11
-62.88,2.213916015507693e-11
-62.87,2.223690014136713e-11
-62.86,2.2335808987350668e-11
-62.85,2.2434717833334225e-11
-62.84,2.253362667931785e-11
-62.83,2.2632724454618115e-11
-62.82,2.273364425658829e-11
-62.81,2.2834564058558528e-11
-62.8,2.2935483860528697e-11
-62.79,2.303640366249895e-11
-62.78,2.3138928941453257e-11
-62.77,2.3241902833728304e-11
-62.76,2.3344876726003293e-11
-62.75,2.3447850618278294e-11
-62.74,2.3551809089474495e-11
-62.73,2.3656881178700343e-11
-62.72,2.3761953267926224e-11
-62.71,2.3867025357152e-11
-62.7,2.3972433729973944e-11
-62.69,2.4079649118078873e-11
-62.68,2.4186864506183743e-11
-62.67,2.429407989428864e-11
-62.66,2.4401295282393573e-11
-62.65,2.451035974483183e-11
-62.64,2.4619764552546343e-11
-62.63,2.4729169360260925e-11
-62.62,2.4838574167975534e-11
-62.61,2.4949169285294238e-11
-62.6,2.5060810676252218e-11
-62.59,2.5172452067210133e-11
-62.58,2.5284093458168048e-11
-62.57,2.5396237165590553e-11
-62.56,2.55101633710243e-11
-62.55,2.562408957645808e-11
-62.54,2.5738015781891813e-11
-62.53,2.5851941987325586e-11
-62.52,2.5967986423553318e-11
-62.51,2.608424676760063e-11
-62.5,2.6200507111648092e-11
-62.49,2.6316767455695484e-11
-62.48,2.643444698347791e-11
-62.47,2.6553091909114673e-11
-62.46,2.6671736834751516e-11
-62.45,2.6790381760388278e-11
-62.44,2.6909715634897097e-11
-62.43,2.703079673051235e-11
-62.42,2.715187782612755e-11
-62.41,2.727295892174277e-11
-62.4,2.739404001735793e-11
-62.39,2.7517536496078668e-11
-62.38,2.764110652270868e-11
-62.37,2.7764676549338695e-11
-62.36,2.7888246575968732e-11
-62.35,2.8013490080226842e-11
-62.34,2.813960299946571e-11
-62.33,2.8265715918704572e-11
-62.32,2.839182883794341e-11
-62.31,2.8518840044507853e-11
-62.3,2.864755104711099e-11
-62.29,2.8776262049714192e-11
-62.28,2.8904973052317335e-11
-62.27,2.9033772716311535e-11
-62.26,2.916513825151108e-11
-62.25,2.9296503786710597e-11
-62.24,2.9427869321910176e-11
-62.23,2.9559234857109716e-11
-62.22,2.969255607484768e-11
-62.21,2.982663388039739e-11
-62.2,2.996071168594714e-11
-62.19,3.009478949149689e-11
-62.18,3.022999993856547e-11
-62.17,3.036684907153484e-11
-62.16,3.05036982045042e-11
-62.15,3.0640547337473524e-11
-62.14,3.0777669308148005e-11
-62.13,3.0917350176484234e-11
-62.12,3.1057031044820445e-11
-62.11,3.119671191315663e-11
-62.1,3.133639278149287e-11
-62.09,3.1478342174640804e-11
-62.08,3.162091656951921e-11
-62.07,3.176349096439766e-11
-62.06,3.1906065359276076e-11
-62.05,3.2050034297797624e-11
-62.04,3.219556542678087e-11
-62.03,3.234109655576407e-11
-62.02,3.2486627684747194e-11
-62.01,3.2632640121485574e-11
-62,3.278119264251199e-11
-61.99,3.292974516353851e-11
-61.98,3.3078297684564816e-11
-61.97,3.322685020559127e-11
-61.96,3.337801771455623e-11
-61.95,3.3529657770780396e-11
-61.94,3.368129782700462e-11
-61.93,3.383293788322879e-11
-61.92,3.3986264708991953e-11
-61.91,3.414105996449824e-11
-61.9,3.4295855220004587e-11
-61.89,3.4450650475510864e-11
-61.88,3.460616235856646e-11
-61.87,3.4764182034978924e-11
-61.86,3.492220171139146e-11
-61.85,3.5080221387803896e-11
-61.84,3.523824106421641e-11
-61.83,3.5399259077324024e-11
-61.82,3.556057399133645e-11
-61.81,3.572188890534897e-11
-61.8,3.5883203819361465e-11
-61.79,3.604653109524391e-11
-61.78,3.6211213697093374e-11
-61.77,3.6375896298942774e-11
-61.76,3.65405789007923e-11
-61.75,3.670624310715908e-11
-61.74,3.687436752006816e-11
-61.73,3.7042491932977245e-11
-61.72,3.721061634588643e-11
-61.71,3.737874075879555e-11
-61.7,3.7550287315276504e-11
-61.69,3.7721929375889516e-11
-61.68,3.789357143650264e-11
-61.67,3.806521349711573e-11
-61.66,3.823923021324071e-11
-61.65,3.841446751307986e-11
-61.64,3.858970481291904e-11
-61.63,3.876494211275818e-11
-61.62,3.8941458734383755e-11
-61.61,3.9120370662351973e-11
-61.6,3.929928259032025e-11
-61.59,3.947819451828848e-11
-61.58,3.965724090597612e-11
-61.57,3.9839908691934534e-11
-61.56,4.002257647789303e-11
-61.55,4.020524426385142e-11
-61.54,4.0387912049809875e-11
-61.53,4.0573357141142566e-11
-61.52,4.0759863900590296e-11
-61.51,4.094637066003797e-11
-61.5,4.1132877419485704e-11
-61.49,4.132099734373887e-11
-61.48,4.1511428123624376e-11
-61.47,4.170185890350984e-11
-61.46,4.1892289683395316e-11
-61.45,4.208311655405791e-11
-61.44,4.2277558379752035e-11
-61.43,4.247200020544619e-11
-61.42,4.266644203114029e-11
-61.41,4.286088385683433e-11
-61.4,4.305854999941582e-11
-61.39,4.325709192287678e-11
-61.38,4.345563384633773e-11
-61.37,4.3654175769798724e-11
-61.36,4.3854704543806846e-11
-61.35,4.405743769296883e-11
-61.34,4.4260170842130725e-11
-61.33,4.446290399129278e-11
-61.32,4.4666329940915724e-11
-61.31,4.4873347570333454e-11
-61.3,4.508036519975107e-11
-61.29,4.528738282916879e-11
-61.28,4.5494400458586375e-11
-61.27,4.5705138167424284e-11
-61.26,4.591653571020671e-11
-61.25,4.612793325298919e-11
-61.24,4.633933079577165e-11
-61.23,4.6553132798097073e-11
-61.22,4.676900791916452e-11
-61.21,4.698488304023205e-11
-61.2,4.7200758161299755e-11
-61.19,4.7417661624403066e-11
-61.18,4.763811427510312e-11
-61.17,4.785856692580287e-11
-61.16,4.8079019576502726e-11
-61.15,4.8299472227202574e-11
-61.14,4.8524194280809363e-11
-61.13,4.874932675492574e-11
-61.12,4.8974459229042216e-11
-61.11,4.9199591703158494e-11
-61.1,4.942759464830064e-11
-61.09,4.9657511639496315e-11
-61.08,4.988742863069185e-11
-61.07,5.011734562188738e-11
-61.06,5.034866945724433e-11
-61.05,5.0583478117971716e-11
-61.04,5.081828677869861e-11
-61.03,5.105309543942578e-11
-61.02,5.128790410015287e-11
-61.01,5.152759031888351e-11
-61,5.176740032080435e-11
-60.99,5.200721032272522e-11
-60.98,5.22470203246461e-11
-60.97,5.249022012805688e-11
-60.96,5.273514372401235e-11
-60.95,5.2980067319967743e-11
-60.94,5.3224990915923156e-11
-60.93,5.347174735961826e-11
-60.92,5.3721899447187146e-11
-60.91,5.3972051534756146e-11
-60.9,5.422220362232509e-11
-60.89,5.4472559930885097e-11
-60.88,5.4728058117576575e-11
-60.87,5.498355630426808e-11
-60.86,5.5239054490959615e-11
-60.85,5.549455267765112e-11
-60.84,5.575401871134505e-11
-60.83,5.6014983381466686e-11
-60.82,5.627594805158831e-11
-60.81,5.653691272171005e-11
-60.8,5.6800188738214196e-11
-60.79,5.7066743121462106e-11
-60.78,5.733329750471011e-11
-60.77,5.759985188795805e-11
-60.76,5.786698443030513e-11
-60.75,5.813925467212111e-11
-60.74,5.841152491393699e-11
-60.73,5.868379515575313e-11
-60.72,5.895606539756896e-11
-60.71,5.923294616902246e-11
-60.7,5.951106140276582e-11
-60.69,5.978917663650934e-11
-60.68,6.006729187025284e-11
-60.67,6.034825493486188e-11
-60.66,6.063234735584522e-11
-60.65,6.091643977682872e-11
-60.64,6.120053219781217e-11
-60.63,6.148562768340762e-11
-60.62,6.177583262484581e-11
-60.61,6.206603756628417e-11
-60.6,6.235624250772243e-11
-60.59,6.264644744916074e-11
-60.58,6.294197673903907e-11
-60.57,6.323843274996332e-11
-60.56,6.353488876088757e-11
-60.55,6.38313447718117e-11
-60.54,6.413124912069641e-11
-60.53,6.443409804588594e-11
-60.52,6.473694697107576e-11
-60.51,6.503979589626543e-11
-60.5,6.534412930542052e-11
-60.49,6.565351636740801e-11
-60.48,6.596290342939516e-11
-60.47,6.627229049138235e-11
-60.46,6.658167755336957e-11
-60.45,6.689718105072802e-11
-60.44,6.72132549339303e-11
-60.43,6.752932881713243e-11
-60.42,6.784540270033462e-11
-60.41,6.81655960876207e-11
-60.4,6.848850902465885e-11
-60.39,6.881142196169668e-11
-60.38,6.913433489873486e-11
-60.37,6.945927636351345e-11
-60.36,6.978918422377428e-11
-60.35,7.011909208403518e-11
-60.34,7.044899994429628e-11
-60.33,7.077890780455705e-11
-60.32,7.111581028154146e-11
-60.31,7.145287266204742e-11
-60.3,7.178993504255325e-11
-60.29,7.212699742305909e-11
-60.28,7.246892842781436e-11
-60.27,7.28133087464582e-11
-60.26,7.315768906510211e-11
-60.25,7.3502069383746e-11
-60.24,7.384909162935006e-11
-60.23,7.420095722056482e-11
-60.22,7.455282281177961e-11
-60.21,7.490468840299425e-11
-60.2,7.52568648530571e-11
-60.19,7.561638706598145e-11
-60.18,7.597590927890597e-11
-60.17,7.63354314918306e-11
-60.16,7.669495370475503e-11
-60.15,7.706017963452528e-11
-60.14,7.742753393373741e-11
-60.13,7.779488823294947e-11
-60.12,7.816224253216155e-11
-60.11,7.853292892638718e-11
-60.1,7.890829499527175e-11
-60.09,7.928366106415622e-11
-60.08,7.965902713304077e-11
-60.07,8.003524187473794e-11
-60.06,8.041880372156259e-11
-60.05,8.080236556838725e-11
-60.04,8.11859274152119e-11
-60.03,8.156948926203658e-11
-60.02,8.195968470369104e-11
-60.01,8.235163077046341e-11
-60,8.274357683723588e-11
-59.99,8.313552290400818e-11
-59.98,8.353157616655598e-11
-59.97,8.393209944073782e-11
-59.96,8.43326227149197e-11
-59.95,8.47331459891014e-11
-59.94,8.513513027664415e-11
-59.93,8.554442840580057e-11
-59.92,8.595372653495745e-11
-59.91,8.636302466411383e-11
-59.9,8.677232279327063e-11
-59.89,8.71892888664097e-11
-59.88,8.76075642758744e-11
-59.87,8.802583968533869e-11
-59.86,8.84441150948032e-11
-59.85,8.886736672281566e-11
-59.84,8.929482673645175e-11
-59.83,8.972228675008805e-11
-59.82,9.014974676372441e-11
-59.81,9.057936290766338e-11
-59.8,9.101621987181056e-11
-59.79,9.1453076835957965e-11
-59.78,9.18899338001053e-11
-59.77,9.23267907642525e-11
-59.76,9.277246513733112e-11
-59.75,9.321893654801955e-11
-59.74,9.366540795870808e-11
-59.73,9.411187936939661e-11
-59.72,9.45642998406042e-11
-59.71,9.502060847412916e-11
-59.7,9.547691710765486e-11
-59.69,9.593322574118017e-11
-59.68,9.63924775015989e-11
-59.67,9.68588515485486e-11
-59.66,9.73252255954981e-11
-59.65,9.779159964244744e-11
-59.64,9.825797368939709e-11
-59.63,9.873444142407215e-11
-59.62,9.921111462689847e-11
-59.61,9.968778782972476e-11
-59.6,1.0016446103255133e-10
-59.59,1.006481708528726e-10
-59.58,1.0113538264711193e-10
-59.57,1.0162259444135105e-10
-59.56,1.0210980623559038e-10
-59.55,1.0260085007626416e-10
-59.54,1.0309884573549766e-10
-59.53,1.0359684139473067e-10
-59.52,1.0409483705396453e-10
-59.51,1.045933072236007e-10
-59.5,1.0510233800826716e-10
-59.49,1.0561136879293334e-10
-59.48,1.0612039957759955e-10
-59.47,1.0662943036226564e-10
-59.46,1.0714671203069267e-10
-59.45,1.0766703534085175e-10
-59.44,1.0818735865101078e-10
-59.43,1.0870768196116952e-10
-59.42,1.0923283923900235e-10
-59.41,1.097647187711649e-10
-59.4,1.102965983033271e-10
-59.39,1.1082847783548942e-10
-59.38,1.113616103721957e-10
-59.37,1.1190531628032704e-10
-59.36,1.1244902218845876e-10
-59.35,1.1299272809659071e-10
-59.34,1.1353643400472235e-10
-59.33,1.1408974497483683e-10
-59.32,1.1464555403565555e-10
-59.31,1.1520136309647451e-10
-59.3,1.1575717215729341e-10
-59.29,1.1631894232801962e-10
-59.28,1.1688713811070312e-10
-59.27,1.1745533389338591e-10
-59.26,1.1802352967606887e-10
-59.25,1.1859386664759512e-10
-59.24,1.1917473968801845e-10
-59.23,1.1975561272844157e-10
-59.22,1.2033648576886508e-10
-59.21,1.209173588092888e-10
-59.2,1.215093455339071e-10
-59.19,1.2210319351354583e-10
-59.18,1.22697041493184e-10
-59.17,1.232908894728221e-10
-59.16,1.2389196440124804e-10
-59.15,1.2449909233086147e-10
-59.14,1.2510622026047539e-10
-59.13,1.25713348190089e-10
-59.12,1.2632362753588458e-10
-59.11,1.2694434794412913e-10
-59.1,1.2756506835237398e-10
-59.09,1.281857887606186e-10
-59.08,1.2880650916886356e-10
-59.07,1.2944002232210213e-10
-59.06,1.3007465544919749e-10
-59.05,1.3070928857629235e-10
-59.04,1.3134392170338718e-10
-59.03,1.3198720117441156e-10
-59.02,1.3263607517100758e-10
-59.01,1.332849491676033e-10
-59,1.3393382316419932e-10
-58.99,1.3458699450014528e-10
-58.98,1.3525044563153737e-10
-58.97,1.3591389676292987e-10
-58.96,1.365773478943222e-10
-58.95,1.3724079902571445e-10
-58.94,1.3791891000529957e-10
-58.93,1.3859728286113574e-10
-58.92,1.3927565571697254e-10
-58.91,1.3995402857280938e-10
-58.9,1.406426371081903e-10
-58.89,1.4133628481782737e-10
-58.88,1.4202993252746437e-10
-58.87,1.4272358023710132e-10
-58.86,1.4342282199192738e-10
-58.85,1.4413210644559148e-10
-58.84,1.4484139089925563e-10
-58.83,1.4555067535291998e-10
-58.82,1.4626068655264786e-10
-58.81,1.469859786285675e-10
-58.8,1.477112707044874e-10
-58.79,1.4843656278040696e-10
-58.78,1.4916185485632707e-10
-58.77,1.4989915995169188e-10
-58.76,1.5064083974936523e-10
-58.75,1.5138251954703882e-10
-58.74,1.5212419934471228e-10
-58.73,1.52872937344978e-10
-58.72,1.5363139442474978e-10
-58.71,1.543898515045214e-10
-58.7,1.5514830858429304e-10
-58.69,1.5590862674320116e-10
-58.68,1.56684260372325e-10
-58.67,1.5745989400144878e-10
-58.66,1.5823552763057252e-10
-58.65,1.5901116125969653e-10
-58.64,1.59800793166728e-10
-58.63,1.605940125720997e-10
-58.62,1.6138723197747101e-10
-58.61,1.6218045138284275e-10
-58.6,1.6298237901403046e-10
-58.59,1.6379360364177534e-10
-58.58,1.6460482826952116e-10
-58.57,1.6541605289726657e-10
-58.56,1.662304354669708e-10
-58.55,1.6706009524908561e-10
-58.54,1.6788975503119993e-10
-58.53,1.687194148133145e-10
-58.52,1.6954907459542926e-10
-58.51,1.703949477855856e-10
-58.5,1.7124348341382222e-10
-58.49,1.720920190420584e-10
-58.48,1.7294055467029554e-10
-58.47,1.7379965475321508e-10
-58.46,1.746675179604267e-10
-58.45,1.755353811676371e-10
-58.44,1.7640324437484842e-10
-58.43,1.7727574353994885e-10
-58.42,1.7816339738909317e-10
-58.41,1.790510512382379e-10
-58.4,1.7993870508738237e-10
-58.39,1.808263589365272e-10
-58.38,1.8173269539515745e-10
-58.37,1.8264061457619153e-10
-58.36,1.8354853375722582e-10
-58.35,1.844564529382596e-10
-58.34,1.853770214727704e-10
-58.33,1.8630569260763933e-10
-58.32,1.8723436374250862e-10
-58.31,1.881630348773777e-10
-58.3,1.8909802175629598e-10
-58.29,1.9004794371226712e-10
-58.28,1.9099786566823823e-10
-58.27,1.9194778762420888e-10
-58.26,1.9289770958018041e-10
-58.25,1.9386906409358838e-10
-58.24,1.948407483051511e-10
-58.23,1.958124325167132e-10
-58.22,1.967841167282761e-10
-58.21,1.9777078867030167e-10
-58.2,1.9876475946988722e-10
-58.19,1.9975873026947155e-10
-58.18,2.007527010690564e-10
-58.17,2.0175489198922833e-10
-58.16,2.027716869469925e-10
-58.15,2.0378848190475645e-10
-58.14,2.0480527686252095e-10
-58.13,2.0582318916036901e-10
-58.12,2.068633594333068e-10
-58.11,2.0790352970624419e-10
-58.1,2.089436999791814e-10
-58.09,2.0998387025211938e-10
-58.08,2.1104164750527702e-10
-58.07,2.121057581959202e-10
-58.06,2.1316986888656295e-10
-58.05,2.1423397957720588e-10
-58.04,2.1530846460977935e-10
-58.03,2.163970951347647e-10
-58.02,2.1748572565975034e-10
-58.01,2.1857435618473614e-10
-58,2.1966576807901802e-10
-57.99,2.2077951254780252e-10
-57.98,2.2189325701658723e-10
-57.97,2.23007001485372e-10
-57.96,2.2412074595415633e-10
-57.95,2.252550277741261e-10
-57.94,2.2639449537813613e-10
-57.93,2.275339629821458e-10
-57.92,2.286734305861562e-10
-57.91,2.2982570454251361e-10
-57.9,2.309915199550328e-10
-57.89,2.3215733536755243e-10
-57.88,2.333231507800722e-10
-57.87,2.344936540732782e-10
-57.86,2.3568645786038013e-10
-57.85,2.3687926164748216e-10
-57.84,2.3807206543458465e-10
-57.83,2.392648692216863e-10
-57.82,2.4048148524984006e-10
-57.81,2.417019342926795e-10
-57.8,2.4292238333551894e-10
-57.79,2.4414283237835864e-10
-57.78,2.4537882848960976e-10
-57.77,2.466275964184039e-10
-57.76,2.4787636434719776e-10
-57.75,2.49125132275992e-10
-57.74,2.503807653529737e-10
-57.73,2.5165854299300467e-10
-57.72,2.5293632063303605e-10
-57.71,2.5421409827306635e-10
-57.7,2.554918759130974e-10
-57.69,2.567971220761317e-10
-57.68,2.581046179061214e-10
-57.67,2.594121137361119e-10
-57.66,2.607196095661015e-10
-57.65,2.620457360873263e-10
-57.64,2.6338367671053543e-10
-57.63,2.647216173337453e-10
-57.62,2.660595579569546e-10
-57.61,2.674068431057497e-10
-57.6,2.687759737341709e-10
-57.59,2.701451043625917e-10
-57.58,2.715142349910124e-10
-57.57,2.728833656194339e-10
-57.56,2.7428404315385404e-10
-57.55,2.756851281058752e-10
-57.54,2.770862130578959e-10
-57.53,2.7848729800991714e-10
-57.52,2.7991047801357703e-10
-57.51,2.8134430122550727e-10
-57.5,2.827781244374386e-10
-57.49,2.842119476493691e-10
-57.48,2.8565793163666753e-10
-57.47,2.871252971885261e-10
-57.46,2.8859266274038464e-10
-57.45,2.9006002829224376e-10
-57.44,2.91529119072756e-10
-57.43,2.930308517287324e-10
-57.42,2.9453258438470786e-10
-57.41,2.960343170406838e-10
-57.4,2.9753604969665955e-10
-57.39,2.990637643444312e-10
-57.38,3.006007101084473e-10
-57.37,3.0213765587246296e-10
-57.36,3.0367460163647904e-10
-57.35,3.052268998331747e-10
-57.34,3.0679992651999e-10
-57.33,3.08372953206805e-10
-57.32,3.099459798936195e-10
-57.31,3.11523189864444e-10
-57.3,3.131331876867448e-10
-57.29,3.147431855090456e-10
-57.28,3.16353183331346e-10
-57.27,3.1796318115364673e-10
-57.26,3.196035167631756e-10
-57.25,3.21251398935125e-10
-57.24,3.2289928110707443e-10
-57.23,3.2454716327902366e-10
-57.22,3.2621400765919186e-10
-57.21,3.2790071101691194e-10
-57.2,3.295874143746318e-10
-57.19,3.31274117732351e-10
-57.18,3.329678267499207e-10
-57.17,3.346943123894026e-10
-57.16,3.3642079802888424e-10
-57.15,3.3814728366836595e-10
-57.14,3.398737693078471e-10
-57.13,3.416354685608486e-10
-57.12,3.4340272249380297e-10
-57.11,3.4516997642675664e-10
-57.1,3.4693723035971165e-10
-57.09,3.4872752172691816e-10
-57.08,3.5053655555508097e-10
-57.07,3.52345589383245e-10
-57.06,3.54154623211409e-10
-57.05,3.5597389262998454e-10
-57.04,3.578257442384312e-10
-57.03,3.5967759584687845e-10
-57.02,3.6152944745532636e-10
-57.01,3.633812990637741e-10
-57,3.6527381673472514e-10
-56.99,3.6716955100473374e-10
-56.98,3.690652852747425e-10
-56.97,3.7096101954475166e-10
-56.96,3.7288438437317215e-10
-56.95,3.7482509391521777e-10
-56.94,3.7676580345726345e-10
-56.93,3.7870651299931083e-10
-56.92,3.8066114364375316e-10
-56.91,3.826479495512279e-10
-56.9,3.846347554587039e-10
-56.89,3.8662156136617975e-10
-56.88,3.886083672736553e-10
-56.87,3.9064193089443223e-10
-56.86,3.9267598351869037e-10
-56.85,3.9471003614294846e-10
-56.84,3.9674408876720666e-10
-56.83,3.9881094108197555e-10
-56.82,4.008934208293295e-10
-56.81,4.029759005766826e-10
-56.8,4.0505838032403685e-10
-56.79,4.0715897560695934e-10
-56.78,4.0929109375828466e-10
-56.77,4.114232119096097e-10
-56.76,4.1355533006093555e-10
-56.75,4.1569012457406147e-10
-56.74,4.178731241276665e-10
-56.73,4.2005612368127155e-10
-56.72,4.222391232348763e-10
-56.71,4.244221227884817e-10
-56.7,4.2664373155015633e-10
-56.69,4.28878888088602e-10
-56.68,4.311140446270476e-10
-56.67,4.333492011654948e-10
-56.66,4.356072358238394e-10
-56.65,4.3789585840542276e-10
-56.64,4.4018448098700563e-10
-56.63,4.4247310356858877e-10
-56.62,4.447680593872495e-10
-56.61,4.4711149146287293e-10
-56.6,4.4945492353849687e-10
-56.59,4.517983556141193e-10
-56.58,4.541417876897423e-10
-56.57,4.565303501923547e-10
-56.56,4.5892997054853775e-10
-56.55,4.613295909047196e-10
-56.54,4.637292112609022e-10
-56.53,4.661571062325801e-10
-56.52,4.686143299613811e-10
-56.51,4.710715536901831e-10
-56.5,4.73528777418984e-10
-56.49,4.759965426023942e-10
-56.48,4.785128220990482e-10
-56.47,4.810291015957045e-10
-56.46,4.835453810923579e-10
-56.45,4.860616605890132e-10
-56.44,4.886303824301341e-10
-56.43,4.912072084192203e-10
-56.42,4.937840344083059e-10
-56.41,4.96360860397392e-10
-56.4,4.989720644086592e-10
-56.39,5.016109669996464e-10
-56.38,5.04249869590633e-10
-56.37,5.068887721816202e-10
-56.36,5.095430423847662e-10
-56.35,5.122455921578184e-10
-56.34,5.1494814193087e-10
-56.33,5.17650691703922e-10
-56.32,5.203532414769744e-10
-56.31,5.231164237120528e-10
-56.3,5.258842328349891e-10
-56.29,5.286520419579234e-10
-56.28,5.314198510808603e-10
-56.27,5.342289295702441e-10
-56.26,5.370636529475743e-10
-56.25,5.398983763249034e-10
-56.24,5.42733099702233e-10
-56.23,5.455887089004606e-10
-56.22,5.484920453554696e-10
-56.21,5.513953818104787e-10
-56.2,5.542987182654876e-10
-56.19,5.572020547204979e-10
-56.18,5.601751888729697e-10
-56.17,5.631488823638231e-10
-56.16,5.661225758546765e-10
-56.15,5.690962693455312e-10
-56.14,5.721190014106538e-10
-56.13,5.751648422815488e-10
-56.12,5.782106831524432e-10
-56.11,5.812565240233388e-10
-56.1,5.843295434300649e-10
-56.09,5.874493696984672e-10
-56.08,5.905691959668703e-10
-56.07,5.936890222352736e-10
-56.06,5.968130214864302e-10
-56.05,6.000087201674945e-10
-56.04,6.032044188485581e-10
-56.03,6.064001175296225e-10
-56.02,6.095958162106858e-10
-56.01,6.12849300331016e-10
-56,6.161228088002796e-10
-55.99,6.193963172695434e-10
-55.98,6.226698257388068e-10
-55.97,6.259776716861026e-10
-55.96,6.293309790816283e-10
-55.95,6.326842864771543e-10
-55.94,6.360375938726788e-10
-55.93,6.394005544460175e-10
-55.92,6.428357031111486e-10
-55.91,6.462708517762788e-10
-55.9,6.497060004414091e-10
-55.89,6.531411491065402e-10
-55.88,6.566439184684936e-10
