"student label","game score","coast","game scheduled","percent training sessions attended","overall fitness score","# extra strategy sessions attended","hours of sleep the night before game","early bird/night owl","previous competitive sports","# meals on day prior to game","university year","game","curling","gymnastics","baseball","martial_arts","frisbee","table_tennis","basketball","football","evening","morning","west coast","night_owl"
775,3.56,"west coast","evening",0.22,0.02,4,0,"night owl","baseball",4,1,1,0,0,1,0,0,0,0,0,1,0,1,1
776,40.39,"west coast","evening",0.39,0.87,1,6,"night owl","frisbee",5,3,1,0,0,0,0,1,0,0,0,1,0,1,1
777,14.43,"west coast","evening",0.22,0.34,5,11,"night owl","martial arts",3,2,1,0,0,0,1,0,0,0,0,1,0,1,1
778,52.07,"west coast","evening",0.76,0.78,4,3,"night owl","frisbee",4,2,1,0,0,0,0,1,0,0,0,1,0,1,1
779,12.72,"west coast","evening",0.26,0.26,7,9,"early bird","curling",2,2,1,1,0,0,0,0,0,0,0,1,0,1,0
780,0,"west coast","evening",0.35,0.25,3,0,"night owl","curling",4,3,1,1,0,0,0,0,0,0,0,1,0,1,1
781,75.8,"west coast","evening",0.91,0.94,6,9,"night owl","table tennis",4,3,1,0,0,0,0,0,1,0,0,1,0,1,1
782,60.68,"west coast","evening",0.79,0.84,5,8,"night owl","frisbee",6,3,1,0,0,0,0,1,0,0,0,1,0,1,1
783,50.44,"west coast","evening",0.54,0.5,5,6,"night owl","frisbee",3,2,1,0,0,0,0,1,0,0,0,1,0,1,1
784,21.1,"west coast","evening",0.1,0.13,2,0,"night owl","martial arts",3,1,1,0,0,0,1,0,0,0,0,1,0,1,1
785,50.52,"west coast","evening",0.4,0.91,3,5,"night owl","martial arts",1,4,1,0,0,0,1,0,0,0,0,1,0,1,1
786,78.78,"west coast","evening",0.15,0.05,3,0,"early bird","curling",3,1,1,1,0,0,0,0,0,0,0,1,0,1,0
787,50.57,"west coast","evening",0.47,0.94,1,2,"night owl","frisbee",5,3,1,0,0,0,0,1,0,0,0,1,0,1,1
788,55.08,"west coast","evening",0.65,0.09,7,3,"night owl","football",4,1,1,0,0,0,0,0,0,0,1,1,0,1,1
789,40.54,"west coast","evening",0.08,0.96,0,7,"early bird","frisbee",3,4,1,0,0,0,0,1,0,0,0,1,0,1,0
790,69.78,"west coast","evening",0.91,0.95,4,1,"night owl","frisbee",4,3,1,0,0,0,0,1,0,0,0,1,0,1,1
791,78.43,"west coast","evening",0.96,0.83,9,8,"night owl","martial arts",3,3,1,0,0,0,1,0,0,0,0,1,0,1,1
792,5.68,"west coast","evening",0.01,0.05,2,5,"night owl","curling",3,2,1,1,0,0,0,0,0,0,0,1,0,1,1
793,13.23,"west coast","evening",0.25,0.05,6,9,"night owl","gymnastics",4,2,1,0,1,0,0,0,0,0,0,1,0,1,1
794,41.92,"west coast","evening",0.66,0.89,5,1,"early bird","martial arts",2,3,1,0,0,0,1,0,0,0,0,1,0,1,0
795,25.25,"west coast","evening",0.36,0.74,3,4,"night owl","curling",3,4,1,1,0,0,0,0,0,0,0,1,0,1,1
796,35.34,"west coast","evening",0.12,0.92,2,9,"night owl","basketball",2,2,1,0,0,0,0,0,0,1,0,1,0,1,1
797,50.66,"west coast","evening",0.95,0.38,9,5,"night owl","curling",4,2,1,1,0,0,0,0,0,0,0,1,0,1,1
798,36.51,"west coast","evening",0.75,0.15,7,9,"night owl","gymnastics",5,2,1,0,1,0,0,0,0,0,0,1,0,1,1
799,24,"west coast","evening",0.23,0.45,6,4,"night owl","table tennis",2,3,1,0,0,0,0,0,1,0,0,1,0,1,1
800,37.78,"west coast","evening",0.52,0.76,5,12,"night owl","martial arts",4,2,1,0,0,0,1,0,0,0,0,1,0,1,1
801,31.88,"west coast","noon",0.85,0.31,5,1,"night owl","football",5,2,1,0,0,0,0,0,0,0,1,0,0,1,1
802,0,"west coast","noon",0.11,0.14,1,0,"night owl","table tennis",3,2,1,0,0,0,0,0,1,0,0,0,0,1,1
803,46.68,"west coast","noon",0.83,0.46,8,7,"night owl","curling",6,2,1,1,0,0,0,0,0,0,0,0,0,1,1
804,42.09,"west coast","noon",0.7,0.83,6,9,"night owl","football",3,4,1,0,0,0,0,0,0,0,1,0,0,1,1
805,26.9,"west coast","noon",0.45,0.87,1,0,"night owl","basketball",4,3,1,0,0,0,0,0,0,1,0,0,0,1,1
806,18.33,"west coast","noon",0.37,0.54,4,7,"night owl","baseball",3,4,1,0,0,1,0,0,0,0,0,0,0,1,1
807,1.97,"west coast","noon",0.07,0.01,6,9,"night owl","gymnastics",4,1,1,0,1,0,0,0,0,0,0,0,0,1,1
808,13.97,"west coast","noon",0.09,0.81,0,3,"night owl","frisbee",3,3,1,0,0,0,0,1,0,0,0,0,0,1,1
809,25.12,"west coast","noon",0.51,0.23,3,2,"night owl","curling",4,1,1,1,0,0,0,0,0,0,0,0,0,1,1
810,0,"west coast","noon",0.14,0.61,1,9,"early bird","football",6,2,1,0,0,0,0,0,0,0,1,0,0,1,0
811,0,"west coast","noon",0.27,0.03,5,6,"night owl","baseball",5,1,1,0,0,1,0,0,0,0,0,0,0,1,1
812,23.65,"west coast","noon",0.69,0.31,9,11,"night owl","table tennis",4,2,1,0,0,0,0,0,1,0,0,0,0,1,1
813,50.06,"west coast","noon",0.88,0.95,4,7,"night owl","curling",5,4,1,1,0,0,0,0,0,0,0,0,0,1,1
814,40.75,"west coast","noon",0.94,0.59,7,6,"night owl","football",4,1,1,0,0,0,0,0,0,0,1,0,0,1,1
815,0,"west coast","noon",0.17,0.29,3,7,"night owl","baseball",4,2,1,0,0,1,0,0,0,0,0,0,0,1,1
816,14.71,"west coast","noon",0.53,0.34,8,7,"night owl","curling",3,3,1,1,0,0,0,0,0,0,0,0,0,1,1
817,0,"west coast","noon",0.28,0.33,1,0,"night owl","table tennis",6,2,1,0,0,0,0,0,1,0,0,0,0,1,1
818,0,"west coast","noon",0.2,0.17,0,9,"night owl","baseball",5,1,1,0,0,1,0,0,0,0,0,0,0,1,1
819,0,"west coast","noon",0.19,0.69,0,11,"night owl","table tennis",5,2,1,0,0,0,0,0,1,0,0,0,0,1,1
820,20.56,"west coast","noon",0.73,0.25,6,5,"night owl","curling",7,1,1,1,0,0,0,0,0,0,0,0,0,1,1
821,48.97,"west coast","morning",0.79,0.74,9,11,"night owl","table tennis",3,2,1,0,0,0,0,0,1,0,0,0,1,1,1
822,31.42,"west coast","morning",0.42,0.02,9,6,"night owl","table tennis",3,1,1,0,0,0,0,0,1,0,0,0,1,1,1
823,45.36,"west coast","morning",0.71,0.64,8,11,"night owl","baseball",3,4,1,0,0,1,0,0,0,0,0,0,1,1,1
824,68.64,"west coast","morning",0.88,0.96,6,10,"night owl","martial arts",6,2,1,0,0,0,1,0,0,0,0,0,1,1,1
825,38.72,"west coast","morning",0.98,0.19,10,4,"night owl","gymnastics",3,2,1,0,1,0,0,0,0,0,0,0,1,1,1
826,25.36,"west coast","morning",0.44,0.2,5,8,"night owl","baseball",3,2,1,0,0,1,0,0,0,0,0,0,1,1,1
827,14.53,"west coast","morning",0.13,0.01,4,1,"night owl","baseball",5,1,1,0,0,1,0,0,0,0,0,0,1,1,1
828,68.97,"west coast","morning",0.94,0.96,5,6,"night owl","martial arts",5,3,1,0,0,0,1,0,0,0,0,0,1,1,1
829,15.31,"west coast","morning",0.31,0.36,5,11,"night owl","football",5,2,1,0,0,0,0,0,0,0,1,0,1,1,1
830,37.8,"west coast","morning",0.77,0.39,7,11,"night owl","curling",3,3,1,1,0,0,0,0,0,0,0,0,1,1,1
831,61.75,"west coast","morning",0.85,0.67,10,11,"night owl","table tennis",4,2,1,0,0,0,0,0,1,0,0,0,1,1,1
832,35.51,"west coast","morning",0.44,0.21,4,5,"night owl","baseball",5,1,1,0,0,1,0,0,0,0,0,0,1,1,1
833,47.04,"west coast","morning",0.61,0.66,6,4,"early bird","curling",1,4,1,1,0,0,0,0,0,0,0,0,1,1,0
834,62.34,"west coast","morning",0.82,0.92,2,2,"night owl","basketball",6,2,1,0,0,0,0,0,0,1,0,0,1,1,1
835,60.68,"west coast","morning",0.68,0.93,1,1,"night owl","martial arts",4,3,1,0,0,0,1,0,0,0,0,0,1,1,1
836,47.73,"west coast","morning",0.93,0.08,9,5,"night owl","curling",8,1,1,1,0,0,0,0,0,0,0,0,1,1,1
837,41.16,"west coast","morning",0.4,0.86,1,6,"night owl","frisbee",4,3,1,0,0,0,0,1,0,0,0,0,1,1,1
838,55.26,"west coast","morning",0.54,0.58,7,4,"night owl","basketball",3,2,1,0,0,0,0,0,0,1,0,0,1,1,1
839,27.62,"west coast","morning",0.58,0.04,7,0,"night owl","table tennis",4,1,1,0,0,0,0,0,1,0,0,0,1,1,1
840,30.03,"west coast","morning",0.46,0.04,4,1,"night owl","baseball",3,2,1,0,0,1,0,0,0,0,0,0,1,1,1
841,48.84,"west coast","noon",0.81,0.86,5,8,"night owl","table tennis",5,4,1,0,0,0,0,0,1,0,0,0,0,1,1
842,63.79,"west coast","noon",0.98,0.91,7,7,"night owl","curling",5,4,1,1,0,0,0,0,0,0,0,0,0,1,1
843,18.11,"west coast","noon",0.11,0.67,3,1,"night owl","frisbee",1,3,1,0,0,0,0,1,0,0,0,0,0,1,1
844,35.48,"west coast","noon",0.69,0.44,5,3,"night owl","baseball",5,3,1,0,0,1,0,0,0,0,0,0,0,1,1
845,44.47,"west coast","noon",0.26,0.38,6,4,"night owl","frisbee",2,2,1,0,0,0,0,1,0,0,0,0,0,1,1
846,50.04,"west coast","noon",0.89,0.9,3,0,"night owl","basketball",4,2,1,0,0,0,0,0,0,1,0,0,0,1,1
847,55.07,"west coast","noon",0.99,0.74,10,11,"night owl","curling",7,2,1,1,0,0,0,0,0,0,0,0,0,1,1
848,37.07,"west coast","noon",0.68,0.47,3,3,"night owl","curling",5,3,1,1,0,0,0,0,0,0,0,0,0,1,1
849,14.78,"west coast","noon",0.19,0.76,1,8,"night owl","basketball",3,3,1,0,0,0,0,0,0,1,0,0,0,1,1
850,8.15,"west coast","noon",0.05,0.05,4,3,"night owl","baseball",2,2,1,0,0,1,0,0,0,0,0,0,0,1,1
851,48.53,"west coast","evening",0.63,0.64,3,6,"night owl","curling",3,3,1,1,0,0,0,0,0,0,0,1,0,1,1
852,35.95,"west coast","evening",0.5,0.87,1,1,"early bird","basketball",3,3,1,0,0,0,0,0,0,1,0,1,0,1,0
853,76.02,"west coast","evening",0.88,0.72,9,11,"night owl","martial arts",5,2,1,0,0,0,1,0,0,0,0,1,0,1,1
854,43.02,"west coast","evening",0.49,0.6,8,6,"early bird","curling",1,4,1,1,0,0,0,0,0,0,0,1,0,1,0
855,59.35,"west coast","evening",0.58,0.54,9,10,"night owl","curling",1,4,1,1,0,0,0,0,0,0,0,1,0,1,1
856,90.49,"west coast","evening",0.95,0.99,8,12,"night owl","frisbee",4,4,1,0,0,0,0,1,0,0,0,1,0,1,1
857,53.64,"west coast","evening",0.19,0.96,4,12,"early bird","basketball",2,3,1,0,0,0,0,0,0,1,0,1,0,1,0
858,30.46,"west coast","evening",0.24,0.65,2,8,"night owl","curling",4,3,1,1,0,0,0,0,0,0,0,1,0,1,1
859,68.92,"west coast","evening",0.89,0.99,2,1,"night owl","frisbee",5,3,1,0,0,0,0,1,0,0,0,1,0,1,1
860,80.67,"west coast","evening",0.9,0.77,10,9,"early bird","basketball",1,4,1,0,0,0,0,0,0,1,0,1,0,1,0
861,50.12,"west coast","evening",0.68,0.53,8,5,"night owl","curling",3,3,1,1,0,0,0,0,0,0,0,1,0,1,1
862,51.89,"west coast","evening",0.02,0.34,0,0,"early bird","martial arts",3,2,1,0,0,0,1,0,0,0,0,1,0,1,0
863,41.83,"west coast","evening",0.73,0.38,7,3,"early bird","martial arts",5,1,1,0,0,0,1,0,0,0,0,1,0,1,0
864,71.9,"west coast","evening",0.82,0.87,7,7,"night owl","frisbee",4,3,1,0,0,0,0,1,0,0,0,1,0,1,1
865,51.07,"west coast","evening",0.91,0.47,9,12,"night owl","baseball",6,2,1,0,0,1,0,0,0,0,0,1,0,1,1
866,40.53,"west coast","evening",0.55,0.36,6,9,"night owl","baseball",3,3,1,0,0,1,0,0,0,0,0,1,0,1,1
867,12.27,"west coast","evening",0.08,0.43,0,0,"early bird","curling",1,4,1,1,0,0,0,0,0,0,0,1,0,1,0
868,49.67,"west coast","evening",0.69,0.39,8,10,"night owl","table tennis",3,3,1,0,0,0,0,0,1,0,0,1,0,1,1
869,44.46,"west coast","evening",0.64,0.86,6,12,"early bird","table tennis",3,3,1,0,0,0,0,0,1,0,0,1,0,1,0
870,56.63,"west coast","evening",0.84,0.84,6,1,"night owl","basketball",3,4,1,0,0,0,0,0,0,1,0,1,0,1,1
871,59.48,"west coast","noon",0.89,0.69,10,10,"early bird","curling",3,4,1,1,0,0,0,0,0,0,0,0,0,1,0
872,38.09,"west coast","noon",0.23,0.62,0,6,"night owl","gymnastics",6,3,1,0,1,0,0,0,0,0,0,0,0,1,1
873,24.89,"west coast","noon",0.58,0.19,4,4,"early bird","curling",7,1,1,1,0,0,0,0,0,0,0,0,0,1,0
874,41.75,"west coast","noon",0.67,0.52,8,8,"night owl","football",3,2,1,0,0,0,0,0,0,0,1,0,0,1,1
875,36.8,"west coast","noon",0.65,0.37,8,11,"night owl","martial arts",5,1,1,0,0,0,1,0,0,0,0,0,0,1,1
876,22.06,"west coast","noon",0.47,0.07,8,6,"early bird","football",4,2,1,0,0,0,0,0,0,0,1,0,0,1,0
877,60.55,"west coast","noon",0.92,0.59,8,3,"night owl","martial arts",4,3,1,0,0,0,1,0,0,0,0,0,0,1,1
878,66.93,"west coast","noon",0.79,0.98,3,8,"night owl","basketball",4,3,1,0,0,0,0,0,0,1,0,0,0,1,1
879,53.32,"west coast","noon",0.71,0.33,9,6,"early bird","table tennis",3,2,1,0,0,0,0,0,1,0,0,0,0,1,0
880,9.45,"west coast","noon",0.14,0.38,5,5,"early bird","martial arts",2,1,1,0,0,0,1,0,0,0,0,0,0,1,0
881,41.97,"west coast","evening",0.58,0.3,5,2,"night owl","baseball",4,3,1,0,0,1,0,0,0,0,0,1,0,1,1
882,58.02,"west coast","evening",0.51,0.97,3,9,"night owl","martial arts",3,3,1,0,0,0,1,0,0,0,0,1,0,1,1
883,32.9,"west coast","evening",0.3,0.06,6,3,"night owl","football",4,2,1,0,0,0,0,0,0,0,1,1,0,1,1
884,60.76,"west coast","evening",0.61,0.93,3,11,"night owl","baseball",4,4,1,0,0,1,0,0,0,0,0,1,0,1,1
885,50.38,"west coast","evening",0.77,0.6,7,10,"night owl","baseball",4,3,1,0,0,1,0,0,0,0,0,1,0,1,1
886,21.72,"west coast","evening",0.33,0.22,6,8,"night owl","football",3,2,1,0,0,0,0,0,0,0,1,1,0,1,1
887,59.52,"west coast","evening",0.56,0.96,2,7,"night owl","basketball",3,4,1,0,0,0,0,0,0,1,0,1,0,1,1
888,75.49,"west coast","evening",0.94,0.9,9,11,"night owl","curling",4,4,1,1,0,0,0,0,0,0,0,1,0,1,1
889,75.86,"west coast","evening",0.98,0.67,10,6,"night owl","frisbee",4,3,1,0,0,0,0,1,0,0,0,1,0,1,1
890,36.09,"west coast","evening",0.51,0.16,7,7,"night owl","football",3,3,1,0,0,0,0,0,0,0,1,1,0,1,1
891,50.67,"west coast","evening",0.36,0.54,8,11,"night owl","frisbee",1,3,1,0,0,0,0,1,0,0,0,1,0,1,1
892,27.53,"west coast","evening",0.48,0.1,6,3,"early bird","baseball",3,3,1,0,0,1,0,0,0,0,0,1,0,1,0
893,13.64,"west coast","evening",0.29,0.46,2,6,"night owl","table tennis",4,2,1,0,0,0,0,0,1,0,0,1,0,1,1
894,20.63,"west coast","evening",0.08,0.2,1,0,"night owl","table tennis",3,2,1,0,0,0,0,0,1,0,0,1,0,1,1
895,0,"west coast","evening",0.09,0.09,4,7,"early bird","baseball",2,3,1,0,0,1,0,0,0,0,0,1,0,1,0
896,31.08,"west coast","evening",0.02,0.34,1,4,"night owl","martial arts",3,3,1,0,0,0,1,0,0,0,0,1,0,1,1
897,26.09,"west coast","evening",0.55,0.8,1,4,"early bird","curling",5,2,1,1,0,0,0,0,0,0,0,1,0,1,0
898,54.46,"west coast","evening",0.8,0.64,5,7,"night owl","football",5,3,1,0,0,0,0,0,0,0,1,1,0,1,1
899,56.04,"west coast","evening",0.81,0.84,6,7,"night owl","table tennis",4,3,1,0,0,0,0,0,1,0,0,1,0,1,1
900,51.87,"west coast","evening",0.66,0.58,7,10,"night owl","football",4,2,1,0,0,0,0,0,0,0,1,1,0,1,1
901,59.54,"west coast","evening",0.88,0.48,10,4,"night owl","curling",3,3,1,1,0,0,0,0,0,0,0,1,0,1,1
902,39.43,"west coast","evening",0.64,0.14,9,3,"night owl","table tennis",4,1,1,0,0,0,0,0,1,0,0,1,0,1,1
903,41.95,"west coast","evening",0.64,0.55,7,3,"night owl","curling",3,4,1,1,0,0,0,0,0,0,0,1,0,1,1
904,51.16,"west coast","evening",0.78,0.8,7,7,"early bird","frisbee",3,3,1,0,0,0,0,1,0,0,0,1,0,1,0
905,62.82,"west coast","evening",0.84,0.76,6,9,"night owl","frisbee",4,1,1,0,0,0,0,1,0,0,0,1,0,1,1
906,0,"west coast","evening",0.1,0.66,1,12,"early bird","gymnastics",3,4,1,0,1,0,0,0,0,0,0,1,0,1,0
907,29.3,"west coast","evening",0.66,0.2,9,8,"early bird","gymnastics",3,4,1,0,1,0,0,0,0,0,0,1,0,1,0
908,34.13,"west coast","evening",0.75,0.47,7,3,"night owl","football",6,3,1,0,0,0,0,0,0,0,1,1,0,1,1
909,41.48,"west coast","evening",0.89,0.24,8,9,"night owl","gymnastics",6,2,1,0,1,0,0,0,0,0,0,1,0,1,1
910,57.23,"west coast","evening",0.67,0.93,4,6,"night owl","table tennis",3,4,1,0,0,0,0,0,1,0,0,1,0,1,1
911,73.95,"west coast","evening",0.98,0.84,9,8,"night owl","table tennis",3,4,1,0,0,0,0,0,1,0,0,1,0,1,1
912,10.53,"west coast","evening",0.1,0.11,1,6,"early bird","baseball",3,3,1,0,0,1,0,0,0,0,0,1,0,1,0
913,29.22,"west coast","evening",0.57,0.59,3,3,"early bird","martial arts",5,3,1,0,0,0,1,0,0,0,0,1,0,1,0
914,46.41,"west coast","evening",0.26,0.98,1,9,"night owl","basketball",3,3,1,0,0,0,0,0,0,1,0,1,0,1,1
915,43.34,"west coast","evening",0.6,0.77,5,3,"early bird","table tennis",3,4,1,0,0,0,0,0,1,0,0,1,0,1,0
916,7.98,"west coast","evening",0.07,0.34,0,4,"night owl","table tennis",5,2,1,0,0,0,0,0,1,0,0,1,0,1,1
917,67.51,"west coast","evening",0.95,0.9,4,3,"night owl","table tennis",4,3,1,0,0,0,0,0,1,0,0,1,0,1,1
918,62.76,"west coast","evening",0.89,0.77,8,12,"night owl","table tennis",4,3,1,0,0,0,0,0,1,0,0,1,0,1,1
919,60.38,"west coast","evening",0.66,0.8,8,9,"early bird","martial arts",2,4,1,0,0,0,1,0,0,0,0,1,0,1,0
920,25.51,"west coast","evening",0.37,0.41,2,1,"night owl","table tennis",4,2,1,0,0,0,0,0,1,0,0,1,0,1,1
921,49.2,"west coast","evening",0.59,0.37,7,9,"early bird","football",5,2,1,0,0,0,0,0,0,0,1,1,0,1,0
922,59.52,"west coast","evening",0.73,0.74,7,11,"night owl","martial arts",4,2,1,0,0,0,1,0,0,0,0,1,0,1,1
923,29.06,"west coast","evening",0.41,0.46,2,2,"night owl","curling",4,3,1,1,0,0,0,0,0,0,0,1,0,1,1
924,55.04,"west coast","evening",0.85,0.72,9,12,"night owl","curling",6,3,1,1,0,0,0,0,0,0,0,1,0,1,1
925,84.75,"west coast","evening",0.98,1,7,5,"night owl","table tennis",5,4,1,0,0,0,0,0,1,0,0,1,0,1,1
926,54.84,"west coast","evening",0.63,0.49,8,8,"night owl","frisbee",4,2,1,0,0,0,0,1,0,0,0,1,0,1,1
927,35.7,"west coast","evening",0.83,0.08,9,5,"early bird","table tennis",6,1,1,0,0,0,0,0,1,0,0,1,0,1,0
928,44.68,"west coast","evening",0.81,0.75,3,5,"night owl","curling",3,4,1,1,0,0,0,0,0,0,0,1,0,1,1
929,54.82,"west coast","evening",0.71,0.43,8,7,"night owl","football",3,2,1,0,0,0,0,0,0,0,1,1,0,1,1
930,26.35,"west coast","evening",0.27,0.09,4,3,"early bird","baseball",6,1,1,0,0,1,0,0,0,0,0,1,0,1,0
931,9.95,"west coast","evening",0.04,0.51,0,7,"night owl","table tennis",4,1,1,0,0,0,0,0,1,0,0,1,0,1,1
932,59.21,"west coast","evening",0.96,0.86,7,11,"night owl","curling",8,2,1,1,0,0,0,0,0,0,0,1,0,1,1
933,58.18,"west coast","evening",0.88,0.77,7,2,"night owl","curling",3,3,1,1,0,0,0,0,0,0,0,1,0,1,1
934,44.48,"west coast","evening",0.74,0.78,6,3,"night owl","curling",3,4,1,1,0,0,0,0,0,0,0,1,0,1,1
935,71.78,"west coast","evening",0.86,0.99,7,8,"early bird","basketball",3,3,1,0,0,0,0,0,0,1,0,1,0,1,0
936,25.35,"west coast","evening",0.57,0.64,4,5,"night owl","table tennis",7,2,1,0,0,0,0,0,1,0,0,1,0,1,1
937,8.85,"west coast","evening",0.03,0.47,1,3,"night owl","football",3,2,1,0,0,0,0,0,0,0,1,1,0,1,1
938,76.87,"west coast","evening",0.9,0.94,9,12,"night owl","curling",3,4,1,1,0,0,0,0,0,0,0,1,0,1,1
939,25.4,"west coast","evening",0.62,0.34,5,4,"early bird","martial arts",5,1,1,0,0,0,1,0,0,0,0,1,0,1,0
940,24.58,"west coast","evening",0.23,0.59,3,3,"night owl","football",2,4,1,0,0,0,0,0,0,0,1,1,0,1,1
941,47.22,"west coast","evening",0.34,0.9,5,10,"night owl","martial arts",2,4,1,0,0,0,1,0,0,0,0,1,0,1,1
942,51.94,"west coast","evening",0.7,0.84,8,11,"early bird","table tennis",3,3,1,0,0,0,0,0,1,0,0,1,0,1,0
943,62.79,"west coast","evening",0.61,0.93,4,7,"night owl","basketball",3,3,1,0,0,0,0,0,0,1,0,1,0,1,1
944,41.7,"west coast","evening",0.85,0.08,9,4,"night owl","curling",7,1,1,1,0,0,0,0,0,0,0,1,0,1,1
945,64.54,"west coast","evening",0.9,0.87,4,10,"night owl","baseball",5,4,1,0,0,1,0,0,0,0,0,1,0,1,1
946,67.34,"west coast","evening",0.88,0.96,4,6,"night owl","football",4,4,1,0,0,0,0,0,0,0,1,1,0,1,1
947,49,"west coast","evening",0.47,0.95,2,2,"night owl","frisbee",3,4,1,0,0,0,0,1,0,0,0,1,0,1,1
948,43.16,"west coast","evening",0.9,0.39,8,2,"night owl","football",6,1,1,0,0,0,0,0,0,0,1,1,0,1,1
949,42.12,"west coast","evening",0.24,0.36,8,7,"night owl","frisbee",2,2,1,0,0,0,0,1,0,0,0,1,0,1,1
950,13.05,"west coast","evening",0.42,0.15,5,10,"early bird","baseball",5,3,1,0,0,1,0,0,0,0,0,1,0,1,0
951,22.51,"west coast","noon",0.54,0.57,2,3,"night owl","curling",4,4,1,1,0,0,0,0,0,0,0,0,0,1,1
952,23.6,"west coast","noon",0.56,0.59,5,2,"night owl","martial arts",3,4,1,0,0,0,1,0,0,0,0,0,0,1,1
953,44.77,"west coast","noon",0.83,0.72,9,12,"early bird","curling",6,3,1,1,0,0,0,0,0,0,0,0,0,1,0
954,0,"west coast","noon",0.01,0.53,1,5,"early bird","curling",1,4,1,1,0,0,0,0,0,0,0,0,0,1,0
955,18.49,"west coast","noon",0.49,0.05,7,4,"night owl","gymnastics",3,4,1,0,1,0,0,0,0,0,0,0,0,1,1
956,43.43,"west coast","noon",0.1,0.53,0,1,"night owl","curling",3,3,1,1,0,0,0,0,0,0,0,0,0,1,1
957,40.7,"west coast","noon",0.76,0.66,5,5,"early bird","basketball",5,1,1,0,0,0,0,0,0,1,0,0,0,1,0
958,66.92,"west coast","noon",0.88,1,4,11,"night owl","frisbee",5,4,1,0,0,0,0,1,0,0,0,0,0,1,1
959,29.81,"west coast","noon",0.62,0.8,5,8,"night owl","table tennis",3,4,1,0,0,0,0,0,1,0,0,0,0,1,1
960,0,"west coast","noon",0.32,0.4,3,10,"night owl","curling",7,1,1,1,0,0,0,0,0,0,0,0,0,1,1
961,44.88,"west coast","evening",0.7,0.58,7,9,"night owl","football",4,3,1,0,0,0,0,0,0,0,1,1,0,1,1
962,58.05,"west coast","evening",0.87,0.78,8,8,"night owl","table tennis",4,3,1,0,0,0,0,0,1,0,0,1,0,1,1
963,58.14,"west coast","evening",0.77,0.92,2,7,"night owl","basketball",6,3,1,0,0,0,0,0,0,1,0,1,0,1,1
964,63.55,"west coast","evening",0.99,0.6,10,10,"night owl","curling",4,2,1,1,0,0,0,0,0,0,0,1,0,1,1
965,24.62,"west coast","evening",0.04,0.21,1,4,"night owl","martial arts",3,2,1,0,0,0,1,0,0,0,0,1,0,1,1
966,15.26,"west coast","evening",0.04,0.21,2,2,"early bird","table tennis",3,2,1,0,0,0,0,0,1,0,0,1,0,1,0
967,78.34,"west coast","evening",0.73,0.99,5,8,"night owl","basketball",3,2,1,0,0,0,0,0,0,1,0,1,0,1,1
968,19.54,"west coast","evening",0.02,0.34,1,2,"early bird","martial arts",1,3,1,0,0,0,1,0,0,0,0,1,0,1,0
969,53.16,"west coast","evening",0.82,0.58,8,10,"night owl","table tennis",5,3,1,0,0,0,0,0,1,0,0,1,0,1,1
970,26.73,"west coast","evening",0.27,0.84,2,3,"night owl","frisbee",2,3,1,0,0,0,0,1,0,0,0,1,0,1,1
971,77.03,"west coast","evening",0.71,0.87,8,5,"night owl","frisbee",3,4,1,0,0,0,0,1,0,0,0,1,0,1,1
972,0.4,"west coast","evening",0.23,0.76,1,8,"night owl","table tennis",6,1,1,0,0,0,0,0,1,0,0,1,0,1,1
973,45.2,"west coast","evening",0.56,0.59,6,11,"night owl","martial arts",3,2,1,0,0,0,1,0,0,0,0,1,0,1,1
974,53.87,"west coast","evening",0.68,0.89,4,7,"night owl","basketball",4,2,1,0,0,0,0,0,0,1,0,1,0,1,1
975,51.72,"west coast","evening",0.68,0.86,3,8,"night owl","martial arts",6,3,1,0,0,0,1,0,0,0,0,1,0,1,1
976,77.57,"west coast","evening",0.98,0.96,9,12,"night owl","football",5,4,1,0,0,0,0,0,0,0,1,1,0,1,1
977,44.4,"west coast","evening",0.39,0.81,2,9,"night owl","frisbee",4,2,1,0,0,0,0,1,0,0,0,1,0,1,1
978,15.33,"west coast","evening",0.13,0.26,1,4,"night owl","table tennis",5,2,1,0,0,0,0,0,1,0,0,1,0,1,1
979,39.14,"west coast","evening",0.38,0.78,3,10,"night owl","football",3,4,1,0,0,0,0,0,0,0,1,1,0,1,1
980,34.61,"west coast","evening",0.43,0.13,9,8,"early bird","baseball",3,2,1,0,0,1,0,0,0,0,0,1,0,1,0
981,52.6,"west coast","evening",0.82,0.6,4,8,"night owl","gymnastics",5,2,1,0,1,0,0,0,0,0,0,1,0,1,1
982,44.08,"west coast","evening",0.61,0.77,6,11,"night owl","table tennis",4,4,1,0,0,0,0,0,1,0,0,1,0,1,1
983,40.34,"west coast","evening",0.37,0.23,4,1,"night owl","football",4,2,1,0,0,0,0,0,0,0,1,1,0,1,1
984,30.88,"west coast","evening",0.03,0.5,1,5,"night owl","martial arts",2,2,1,0,0,0,1,0,0,0,0,1,0,1,1
985,65.09,"west coast","evening",0.91,0.62,9,8,"night owl","table tennis",3,3,1,0,0,0,0,0,1,0,0,1,0,1,1
986,26.44,"west coast","evening",0.26,0.86,0,0,"night owl","basketball",5,3,1,0,0,0,0,0,0,1,0,1,0,1,1
987,29.14,"west coast","evening",0.33,0.62,3,11,"night owl","table tennis",4,2,1,0,0,0,0,0,1,0,0,1,0,1,1
